longest reception, name, receiving conversions, receiving touchdowns, receiving yards, receptions, targets
16,Derrick Mason,0,0,31,3,
12,John Simon,0,1,15,2,
7,Greg Comella,0,0,13,2,
7,Kevin Dyson,0,1,7,1,
6,Frank Wycheck,0,0,6,2,
31,Andre Davis,0,2,99,5,
28,Kevin Johnson,0,0,90,9,
17,Quincy Morgan,0,0,40,5,
9,Jamel White,0,0,38,9,
11,Dennis Northcutt,0,1,24,3,
6,Mark Campbell,0,0,11,2,
11,Steve Heiden,0,0,11,1,
8,Aaron Shea,0,0,8,1,
5,William Green,0,0,5,1,
12,JaJuan Dawson,0,0,32,3,
11,James Allen,0,0,25,3,
14,Avion Black,0,0,14,1,
9,Jonathan Wells,0,0,14,2,
6,Jabar Gaffney,0,0,8,2,
6,Corey Bradford,0,0,6,1,
26,Marvin Harrison,0,0,110,8,
43,Reggie Wayne,0,1,53,3,
42,Qadry Ismail,0,1,39,2,
9,Edgerrin James,0,0,29,4,
19,Marcus Pollard,0,0,25,2,
8,Joe Dean Davenport,0,0,8,1,
8,Jermaine Wiggins,0,0,8,1,
21,Keyshawn Johnson,0,0,59,4,
9,Ken Dilger,0,0,38,5,
17,Keenan McCardell,0,0,28,3,
10,Michael Pittman,0,0,28,6,
16,Todd Yoder,0,0,16,1,
9,Rickey Dudley,0,1,15,2,
10,Mike Alstott,0,0,10,1,
5,Karl Williams,0,0,5,1,
25,Torry Holt,0,0,139,12,
22,Isaac Bruce,0,0,43,4,
13,Ricky Proehl,0,0,31,4,
23,Marshall Faulk,0,0,27,2,
14,Ernie Conwell,0,0,20,2,
8,Lamar Gordon,0,0,15,2,
8,Yo Murphy,0,0,11,2,
10,Terrence Wilkins,0,0,10,1,
5,Trung Canidate,0,0,5,1,
12,Marcel Shipp,0,1,39,5,
23,Freddie Jones,0,0,34,5,
8,MarTay Jenkins,0,0,33,6,
16,Frank Sanders,0,0,28,3,
14,David Boston,0,0,18,2,
14,Bryan Gilmore,0,0,14,1,
2,Jake Plummer,0,0,2,1,
22,Ike Hilliard,0,0,56,4,
23,Jeremy Shockey,0,0,56,4,
12,Tiki Barber,0,0,48,6,
12,Amani Toomer,0,0,32,4,
7,Sean Bennett,0,0,7,1,
35,Eric Moulds,0,1,124,8,
29,Jay Riemersma,0,0,46,4,
26,Travis Henry,0,1,41,3,
17,Larry Centers,0,0,39,4,
19,Dave Moore,0,1,38,3,
14,Josh Reed,0,0,16,2,
8,Peerless Price,0,1,15,3,
9,Shawn Bryson,0,0,9,1,
33,Marty Booker,0,0,82,4,
12,Marcus Robinson,0,0,30,5,
23,Dez White,0,0,28,2,
12,David Terrell,0,1,23,3,
6,John Davis,0,1,14,3,
6,Anthony Thomas,0,0,11,2,
24,Peter Warrick,0,0,51,4,
10,Brandon Bennett,0,0,27,4,
10,TJ Houshmandzadeh,0,0,20,2,
15,Nicolas Luchey,0,0,15,1,
4,Matt Schobel,0,0,4,1,
65,Keenan McCardell,0,1,108,4,
15,Keyshawn Johnson,0,0,56,5,
35,Rickey Dudley,0,1,35,1,
22,Ken Dilger,0,1,33,2,
17,Michael Pittman,0,0,27,5,
12,Joe Jurevicius,0,0,12,1,
6,Mike Alstott,0,0,6,1,
52,Az Zahir Hakim,0,0,98,3,
38,Bill Schroeder,0,1,78,7,
15,Larry Foster,0,0,37,3,
34,Mikhael Ricks,0,0,34,1,
12,Cory Schlesinger,0,0,25,3,
5,James Stewart,0,0,-5,3,
28,Joe Horn,0,0,87,6,
17,Deuce McAllister,0,0,67,8,
16,Jerome Pathon,0,1,55,6,
24,JaReed,0,0,40,2,
9,Donte Stallworth,0,1,14,3,
6,David Sloan,0,0,6,1,
0,Terrelle Smith,0,0,0,1,
31,Donald Driver,0,2,97,5,
20,Robert Ferguson,0,0,58,5,
15,Bubba Franks,0,0,33,4,
17,Terry Glenn,0,0,17,1,
10,Karsten Bailey,0,0,16,2,
8,Ahman Green,0,0,8,1,
2,Najeh Davenport,0,0,2,1,
61,Steve Smith,0,0,116,5,
31,Karl Hankton,0,0,31,1,
31,Brad Hoover,0,0,31,1,
11,Kris Mangum,0,0,17,2,
7,Lamar Smith,0,0,7,1,
72,Fred Taylor,0,0,95,3,
16,Bobby Shaw,0,0,28,2,
19,Kyle Brady,0,0,19,1,
10,Jimmy Smith,0,0,10,1,
8,Stacey Mack,0,0,8,1,
8,Pete Mitchell,0,0,8,1,
5,Chris Luzar,0,0,5,1,
22,Laveranues Coles,0,0,97,8,
24,Wayne Chrebet,0,0,42,2,
27,LaMont Jordan,0,0,42,3,
31,Jerald Sowell,0,0,31,1,
13,Anthony Becht,0,0,25,2,
18,Kevin Swayne,0,0,25,2,
13,Tory Woodbury,0,0,13,1,
3,Richie Anderson,0,0,6,2,
42,Tony Gonzalez,0,3,140,7,
24,Priest Holmes,0,0,63,6,
46,Eddie Kennison,0,0,57,2,
13,Johnnie Morton,0,1,39,4,
14,Dante Hall,0,0,21,3,
5,Tony Richardson,0,0,5,1,
3,Billy Baber,0,1,3,1,
38,Chris Chambers,0,0,102,6,
21,Oronde Gadsden,0,0,69,4,
29,Ricky Williams,0,0,60,7,
9,Rob Konrad,0,1,28,4,
13,Randy McMichael,0,0,18,2,
10,Robert Edwards,0,0,15,3,
10,James McKnight,0,0,10,1,
4,Dedric Ward,0,0,8,2,
34,Todd Pinkston,0,0,70,6,
57,Brian Dawkins,0,1,57,1,
38,James Thrash,0,1,45,2,
15,Duce Staley,0,0,39,3,
14,Chad Lewis,1,0,31,5,
16,Cecil Martin,0,0,29,3,
8,Dorsey Levens,0,0,15,2,
14,Antonio Freeman,0,0,14,1,
13,Jeff Thomason,0,0,13,1,
3,Brian Westbrook,0,0,3,1,
29,Corey Bradford,0,2,97,7,
17,Jabar Gaffney,0,0,49,5,
12,Billy Miller,0,0,22,2,
12,James Allen,0,0,20,2,
29,Hines Ward,0,0,104,9,
21,Plaxico Burress,0,1,84,7,
20,Antwaan Randle El,0,0,51,5,
12,Terance Mathis,0,0,25,3,
3,Amos Zereoue,0,0,3,1,
-2,Mark Bruener,0,0,-2,1,
15,Dennis Northcutt,0,0,38,4,
30,Andre Davis,0,0,36,2,
8,Kevin Johnson,0,0,23,3,
18,Aaron Shea,0,0,22,2,
8,Jamel White,0,0,14,3,
8,Mark Campbell,0,0,11,2,
75,Jerry Rice,0,1,144,7,
41,Tim Brown,0,1,90,6,
17,Charlie Garner,0,1,60,6,
25,Jerry Porter,0,1,35,2,
10,Roland Williams,0,0,18,2,
10,Doug Jolley,0,0,16,2,
5,Terry Kirby,0,0,9,2,
5,Jon Ritchie,0,0,5,1,
4,Randy Jordan,0,0,4,1,
32,Derrick Mason,0,0,99,6,
21,Drew Bennett,0,1,75,6,
49,Justin McCareins,0,1,57,2,
14,Kevin Dyson,0,0,51,7,
21,John Simon,0,0,50,4,
10,Frank Wycheck,0,0,32,4,
21,Mike Green,0,0,21,1,
10,Eddie George,0,0,13,2,
52,Curtis Conway,0,1,69,3,
8,LaDainian Tomlinson,0,0,20,4,
11,Tim Dwight,0,0,11,1,
2,Fred McCrary,0,0,4,2,
18,Deion Branch,0,0,128,13,
26,David Patten,0,0,95,7,
24,Christian Fauria,0,1,39,4,
12,Donald Hayes,0,0,23,2,
15,Daniel Graham,0,0,20,2,
9,Marc Edwards,0,0,18,2,
13,Kevin Faulk,0,0,15,2,
7,Antowain Smith,0,0,12,2,
2,JR Redmond,0,0,2,1,
1,Mike Vrabel,0,1,1,1,
80,Shaun Alexander,0,1,92,3,
26,Darrell Jackson,0,0,47,3,
38,Bobby Engram,0,0,38,1,
12,Koren Robinson,0,0,35,5,
10,Jerramy Stevens,0,0,10,1,
20,Moe Williams,0,0,77,7,
16,Randy Moss,0,0,50,6,
20,Michael Bennett,0,0,44,4,
14,Byron Chamberlain,0,0,29,3,
10,D Wayne Bates,0,0,27,3,
12,Derrick Alexander,0,0,24,4,
16,Chris Walsh,0,0,22,2,
21,Torry Holt,0,0,106,9,
17,Marshall Faulk,0,0,67,8,
21,Isaac Bruce,0,1,52,3,
25,Ernie Conwell,0,0,33,2,
11,Ricky Proehl,0,0,18,2,
3,Yo Murphy,0,0,3,1,
34,Antonio Bryant,0,0,47,3,
10,James Whalen,0,0,38,5,
13,Joey Galloway,0,0,27,4,
17,Darnay Scott,0,1,23,2,
15,Michael Wiley,0,0,23,3,
15,Robert Thomas,0,0,21,3,
6,Ken Yon Rambo,0,0,11,2,
8,Emmitt Smith,0,0,8,1,
6,Troy Hambrick,0,0,6,3,
33,Todd Heap,0,2,84,5,
32,Brandon Stokley,0,0,35,2,
11,Jamal Lewis,0,0,21,4,
8,Travis Taylor,0,0,8,1,
4,John Jones,0,0,4,1,
13,Ed McCaffrey,0,0,90,8,
13,Shannon Sharpe,0,0,75,9,
24,Rod Smith,0,0,61,5,
17,Clinton Portis,0,0,30,3,
9,Dwayne Carswell,0,0,24,3,
15,Ashley Lelie,0,0,24,2,
8,Olandis Gary,0,0,14,2,
4,Mike Anderson,0,0,8,2,
2,Patrick Hape,0,1,2,1,
15,Brian Finneran,0,0,61,5,
20,TJ Duckett,0,0,34,3,
19,Shawn Jefferson,0,0,32,2,
14,Brian Kozlowski,0,0,17,2,
16,Willie Jackson,0,0,16,1,
8,Warrick Dunn,0,0,13,2,
9,Alge Crumpler,0,0,9,1,
5,Reggie Kelly,0,0,5,1,
76,Keyshawn Johnson,0,1,131,6,
30,Keenan McCardell,0,0,83,6,
19,Joe Jurevicius,0,0,19,1,
13,Jameel Cook,0,0,13,1,
7,Michael Pittman,0,0,9,2,
6,Mike Alstott,0,0,6,1,
54,Peerless Price,0,1,126,7,
22,Eric Moulds,0,0,112,8,
38,Josh Reed,0,0,59,3,
16,Travis Henry,0,0,47,7,
25,Larry Centers,0,0,30,2,
13,Dave Moore,0,1,26,4,
17,Jay Riemersma,0,0,17,1,
36,Jerry Porter,0,1,117,7,
69,Charlie Garner,0,1,83,4,
33,Jerry Rice,0,1,77,4,
21,Tim Brown,0,0,55,4,
14,Roland Williams,0,0,14,1,
7,Jon Ritchie,0,0,7,1,
4,Terry Kirby,0,0,4,2,
31,Steve Smith,0,0,79,5,
31,Isaac Byrd,0,1,77,5,
11,Lamar Smith,0,0,17,5,
5,Wesley Walls,0,0,9,2,
8,Brad Hoover,0,0,8,1,
3,Dee Brown,0,0,6,2,
37,Frank Sanders,0,0,70,4,
16,David Boston,0,0,43,3,
12,Damien Anderson,0,0,36,3,
17,MarTay Jenkins,0,0,28,2,
15,Freddie Jones,0,1,28,3,
7,Joel Makovicka,0,0,16,3,
43,Dennis Northcutt,0,2,165,8,
29,Andre Davis,0,0,73,5,
22,Quincy Morgan,0,0,68,5,
13,Kevin Johnson,0,0,36,4,
16,Jamel White,0,0,36,4,
7,Mark Campbell,0,1,9,2,
9,Aaron Shea,0,0,9,1,
35,Brandon Stokley,0,2,78,4,
17,Todd Heap,0,0,53,4,
21,Travis Taylor,0,0,41,4,
8,Jamal Lewis,0,0,26,5,
5,Alan Ricard,0,0,5,1,
5,Chester Taylor,0,0,5,1,
33,Joey Galloway,0,0,109,8,
33,James Whalen,0,0,33,1,
25,Michael Wiley,0,0,31,2,
14,Tony McGee,0,0,27,4,
16,Reggie Swinton,0,0,22,2,
12,Emmitt Smith,0,0,15,2,
9,Antonio Bryant,0,1,14,2,
10,Darnay Scott,0,0,10,1,
1,Troy Hambrick,0,0,1,1,
56,Amani Toomer,0,1,98,5,
18,Ike Hilliard,0,1,38,3,
20,Dan Campbell,0,0,30,3,
9,Tiki Barber,0,0,29,4,
17,Marcellus Rivers,0,1,17,1,
11,Jeremy Shockey,0,0,11,1,
5,Sean Bennett,0,0,5,1,
69,Ed McCaffrey,0,1,113,6,
34,Rod Smith,0,0,83,6,
12,Shannon Sharpe,0,0,39,4,
15,Olandis Gary,0,0,31,3,
9,Clinton Portis,0,1,17,2,
8,Ashley Lelie,0,0,13,2,
11,Scottie Montgomery,0,0,11,1,
7,Patrick Hape,0,0,7,1,
2,Reuben Droughns,0,0,2,1,
17,Curtis Conway,0,1,68,6,
30,Tim Dwight,0,0,68,5,
10,LaDainian Tomlinson,0,0,49,7,
8,Josh Norman,0,0,27,4,
9,Fred McCrary,0,0,12,2,
8,Stephen Alexander,0,0,8,1,
3,Reche Caldwell,0,0,3,1,
69,Marvin Harrison,0,1,145,9,
12,Qadry Ismail,0,0,42,6,
14,Detron Smith,0,0,14,1,
10,Joe Dean Davenport,0,0,10,1,
6,Edgerrin James,0,0,10,3,
3,Marcus Pollard,0,1,3,1,
17,Chad Johnson,0,0,72,6,
30,Peter Warrick,0,1,54,4,
12,Ron Dugans,0,0,48,7,
10,Corey Dillon,0,0,21,6,
16,TJ Houshmandzadeh,0,0,16,1,
11,Matt Schobel,0,0,15,2,
6,Lorenzo Neal,0,0,11,2,
4,Brandon Bennett,0,0,7,3,
47,Jimmy Smith,0,0,91,4,
17,Pat Johnson,0,0,39,3,
32,Kyle Brady,0,1,34,2,
10,Pete Mitchell,0,0,18,2,
8,Fred Taylor,1,0,15,2,
22,James Thrash,0,0,68,5,
14,Chad Lewis,0,1,47,6,
15,Duce Staley,0,0,35,6,
11,Antonio Freeman,0,1,28,4,
10,Todd Pinkston,0,0,21,4,
11,Brian Westbrook,0,0,17,2,
14,Jeff Thomason,0,0,14,1,
17,Chris Chambers,0,1,62,6,
35,James McKnight,0,0,35,1,
17,Oronde Gadsden,0,0,27,2,
18,Randy McMichael,0,1,26,3,
13,Rob Konrad,0,0,14,2,
14,Dedric Ward,0,0,14,1,
10,Robert Edwards,0,0,10,1,
2,Ricky Williams,0,0,2,1,
34,David Patten,0,2,102,5,
24,Deion Branch,0,0,61,4,
16,Kevin Faulk,0,0,27,3,
18,Christian Fauria,0,0,18,1,
12,Cameron Cleeland,0,0,12,1,
9,Marc Edwards,0,0,9,1,
7,Donald Hayes,0,0,7,1,
4,Antowain Smith,0,0,4,1,
64,Jerome Pathon,0,1,79,2,
21,Joe Horn,0,0,68,5,
13,JaReed,0,0,22,2,
17,Deuce McAllister,0,0,20,2,
8,Michael L Lewis,0,0,8,1,
8,David Sloan,0,0,8,1,
54,Amos Zereoue,0,0,84,3,
22,Plaxico Burress,0,1,59,4,
22,Antwaan Randle El,0,0,48,5,
21,Hines Ward,1,1,45,5,
14,Terance Mathis,0,1,20,2,
7,Mark Bruener,0,0,12,3,
21,Laveranues Coles,0,0,116,8,
27,Santana Moss,0,1,57,4,
24,Kevin Swayne,0,0,32,2,
13,Curtis Martin,0,0,25,4,
4,Richie Anderson,0,0,5,3,
2,Anthony Becht,0,1,2,1,
19,Priest Holmes,0,1,81,9,
60,Dante Hall,0,1,66,2,
19,Johnnie Morton,0,0,56,4,
25,Eddie Kennison,0,0,45,2,
11,Tony Gonzalez,0,0,25,4,
15,Tony Richardson,0,0,23,2,
23,Terrell Owens,0,0,89,7,
51,JJ Stokes,0,1,64,2,
13,Eric Johnson,0,0,23,2,
6,Garrison Hearst,0,0,17,4,
9,Tai Streets,0,0,17,2,
4,Fred Beasley,0,0,4,1,
25,Lamar Gordon,0,1,51,3,
21,Ricky Proehl,0,0,41,4,
18,Torry Holt,0,0,38,3,
18,Marshall Faulk,0,0,37,7,
15,Isaac Bruce,0,0,32,4,
25,Brandon Manumaleuna,0,0,30,2,
15,Frank Wycheck,0,0,79,9,
31,Erron Kinney,0,0,43,2,
16,Justin McCareins,0,0,35,3,
13,Kevin Dyson,0,0,33,3,
14,Drew Bennett,0,0,26,2,
8,John Simon,0,1,15,2,
6,Eddie George,0,0,14,3,
21,Rod Gardner,0,1,81,5,
23,Kevin Lockett,0,1,58,4,
44,Jacquez Green,0,0,44,1,
15,Chris Doering,0,0,34,4,
23,Bryan Johnson,0,0,28,3,
11,Zeron Flemister,0,0,22,2,
14,Stephen Davis,0,1,14,1,
6,Kenny Watson,0,0,12,2,
31,Marty Booker,0,1,141,12,
52,David Terrell,0,0,77,3,
23,Dez White,0,0,70,6,
21,John Davis,0,2,33,3,
21,Dustin Lyman,0,0,21,1,
9,Marcus Robinson,0,0,9,1,
2,Anthony Thomas,0,0,2,1,
49,Terry Glenn,0,0,154,8,
85,Donald Driver,0,1,120,4,
19,Tyrone Davis,0,1,30,2,
17,Javon Walker,0,0,24,2,
14,Ahman Green,0,0,21,4,
5,Bubba Franks,0,1,5,1,
5,William Henderson,0,0,5,1,
19,Chad Johnson,0,0,71,7,
23,TJ Houshmandzadeh,0,0,56,4,
9,Ron Dugans,0,0,31,4,
11,Corey Dillon,0,0,19,2,
15,Brandon Bennett,0,0,15,1,
12,Matt Schobel,0,0,12,1,
6,Peter Warrick,0,0,9,2,
5,Lorenzo Neal,0,0,5,1,
4,Danny Farmer,0,0,4,1,
36,Plaxico Burress,0,0,149,8,
25,Antwaan Randle El,0,0,25,1,
12,Hines Ward,0,0,24,4,
7,Amos Zereoue,0,0,14,2,
4,Dan Kreider,0,1,4,1,
80,Joey Galloway,0,1,104,3,
24,Antonio Bryant,0,1,45,3,
10,Darnay Scott,0,0,26,3,
15,Ken Yon Rambo,0,0,21,2,
12,Tony McGee,0,0,12,1,
9,Robert Thomas,0,0,9,1,
7,Emmitt Smith,0,0,7,1,
1,Michael Wiley,0,0,1,1,
24,Muhsin Muhammad,0,0,82,6,
22,Karl Hankton,0,0,38,2,
12,Steve Smith,0,0,31,4,
25,Brad Hoover,0,1,25,1,
8,Nick Goings,0,0,8,1,
7,Kris Mangum,0,0,7,1,
7,Lamar Smith,0,0,7,1,
16,Rod Smith,0,0,88,9,
21,Clinton Portis,0,0,67,6,
22,Ed McCaffrey,0,0,61,5,
52,Mike Anderson,0,1,53,2,
30,Ashley Lelie,0,0,41,2,
13,Shannon Sharpe,0,0,25,3,
29,Oronde Gadsden,0,0,77,5,
26,Randy McMichael,0,0,62,5,
22,Dedric Ward,0,0,30,2,
16,Ricky Williams,0,0,30,4,
7,Rob Konrad,0,0,13,2,
-2,Robert Edwards,0,0,-2,1,
39,Marvin Harrison,0,0,150,12,
14,Qadry Ismail,0,0,54,5,
27,Reggie Wayne,0,0,44,4,
11,Marcus Pollard,0,1,28,5,
8,Edgerrin James,0,0,8,4,
21,Travis Taylor,0,0,57,4,
11,Jamal Lewis,0,0,51,7,
31,Todd Heap,0,0,38,2,
10,Ron Johnson,0,0,10,1,
7,Javin Hunter,0,0,7,1,
25,Randy Moss,0,0,83,9,
45,Michael Bennett,0,1,70,4,
16,Byron Chamberlain,0,0,54,5,
13,Jimmy Kleinsasser,0,1,34,4,
18,Derrick Alexander,0,0,31,2,
9,Moe Williams,0,0,18,2,
5,D Wayne Bates,0,0,5,1,
41,Mikhael Ricks,0,1,79,3,
23,Az Zahir Hakim,0,1,70,5,
24,Cory Schlesinger,0,0,46,6,
26,Aveion Cason,0,0,34,2,
20,Bill Schroeder,0,0,29,2,
12,Scotty Anderson,0,0,20,2,
17,Larry Foster,0,0,15,2,
6,James Stewart,0,0,11,2,
5,John Owens,0,0,5,1,
18,Deion Branch,0,0,38,5,
13,Troy Brown,0,0,37,5,
10,Christian Fauria,0,0,25,3,
10,David Givens,0,1,22,3,
13,David Patten,0,0,18,2,
9,Donald Hayes,0,0,16,2,
14,Antowain Smith,0,0,14,2,
9,Kevin Faulk,0,0,9,1,
4,Marc Edwards,0,0,4,1,
16,Bubba Franks,0,1,46,5,
29,Donald Driver,0,0,43,3,
8,Ahman Green,0,1,21,3,
11,Terry Glenn,0,0,19,3,
10,Javon Walker,0,0,10,1,
5,William Henderson,0,1,8,2,
18,Ike Hilliard,0,1,76,7,
15,Tiki Barber,0,0,32,3,
19,Ron Dixon,0,0,29,2,
12,Amani Toomer,0,0,20,2,
19,Dan Campbell,0,0,19,1,
7,Charles Stackhouse,0,0,16,3,
10,Tim Carter,0,0,10,1,
2,Daryl Jones,0,0,2,1,
63,Shawn Jefferson,0,0,84,3,
27,Warrick Dunn,0,0,69,7,
30,Alge Crumpler,0,0,39,2,
14,Brian Finneran,0,1,31,3,
14,Willie Jackson,0,0,14,1,
7,TJ Duckett,0,0,7,1,
7,Reggie Kelly,0,0,7,1,
6,Trevor Gaylor,0,0,6,1,
25,Curtis Conway,0,0,129,8,
22,LaDainian Tomlinson,0,0,78,9,
29,Josh Norman,0,0,49,2,
11,Tim Dwight,0,1,39,5,
13,Reche Caldwell,0,1,25,3,
-1,Fred McCrary,0,0,-1,1,
22,Priest Holmes,0,0,96,7,
44,Marc Boerigter,0,2,85,4,
21,Eddie Kennison,0,0,21,1,
12,Dante Hall,0,0,12,1,
8,Tony Gonzalez,0,1,11,2,
8,Tony Richardson,0,0,11,2,
50,Torry Holt,0,1,80,4,
17,Isaac Bruce,0,1,70,5,
11,Marshall Faulk,0,1,22,4,
14,Terrence Wilkins,0,0,14,1,
53,Jerry Rice,0,0,133,7,
10,Terry Kirby,0,1,61,9,
26,Jerry Porter,0,0,48,3,
22,Tim Brown,0,0,40,3,
14,Charlie Garner,0,0,35,5,
5,Roland Williams,0,0,9,2,
6,Marcus Knight,0,0,6,1,
64,Michael Pittman,0,0,95,5,
22,Keyshawn Johnson,0,0,64,4,
8,Mike Alstott,0,0,13,2,
12,Ken Dilger,0,0,12,2,
7,Keenan McCardell,0,0,7,1,
3,Rickey Dudley,0,0,3,1,
23,Dennis Northcutt,0,0,74,4,
13,Jamel White,0,0,34,10,
11,Quincy Morgan,0,0,16,2,
12,Steve Heiden,0,0,12,1,
9,Kevin Johnson,0,0,11,2,
4,Andre Davis,0,0,4,1,
20,Drew Bennett,0,0,68,6,
16,Erron Kinney,0,0,44,4,
15,Kevin Dyson,0,0,37,4,
11,Eddie George,0,1,27,3,
13,Justin McCareins,0,0,21,2,
8,Frank Wycheck,0,0,21,3,
9,Greg Comella,0,0,9,1,
4,John Simon,0,0,-1,3,
22,Jimmy Smith,0,0,49,4,
15,Bobby Shaw,0,0,30,2,
5,Fred Taylor,0,0,5,1,
81,Corey Bradford,0,0,126,5,
26,Jabar Gaffney,0,1,48,3,
33,Jermaine Lewis,0,0,33,1,
10,Billy Miller,0,1,17,3,
-1,James Allen,0,0,-1,1,
35,Peerless Price,0,1,121,8,
23,Eric Moulds,0,1,56,4,
28,Josh Reed,0,0,28,1,
12,Jay Riemersma,0,0,24,3,
14,Larry Centers,0,0,14,1,
8,Travis Henry,0,0,11,2,
62,Kenny Watson,0,1,74,4,
18,Derrius Thompson,0,0,44,3,
40,Ladell Betts,0,0,40,1,
23,Rod Gardner,0,0,40,4,
23,Jacquez Green,0,0,39,2,
16,Chris Doering,0,0,31,2,
13,Kevin Lockett,0,0,23,2,
11,Walter Rasby,0,0,20,2,
9,Stephen Davis,0,0,9,1,
41,Joe Horn,0,1,75,5,
58,Michael L Lewis,0,0,70,2,
31,JaReed,0,1,31,1,
24,Jerome Pathon,0,0,24,1,
5,David Sloan,0,0,5,1,
2,Boo Williams,0,1,2,1,
-2,Deuce McAllister,0,0,-2,1,
19,Bobby Engram,0,0,85,6,
19,Darrell Jackson,0,0,53,5,
9,Shaun Alexander,0,0,25,4,
16,Koren Robinson,0,0,24,2,
9,Itula Mili,0,0,16,2,
